application_id,application_date,partner,city,channel,product,stage,loan_amount,processing_days,sla_status,approval_status,disbursed,api_issue,uat_status,conversion_rate_pct,estimated_partner_revenue,portfolio_project
APP0164,2026-04-24,Partner_A,Hyderabad,Website,Personal Loan,Approved,391815,6,SLA Breach,Yes,No,No,Not Required,4.3,0.0,Customer Journey Transformation
APP0165,2026-03-10,Partner_E,Pune,Partner,Consumer Loan,Lead,200102,3,Within SLA,Pending,No,No,Not Required,14.2,0.0,CRM & Operations Transformation
APP0166,2026-02-08,Partner_L,Bangalore,Website,Education Loan,Documents,1680887,2,Within SLA,Pending,No,No,Not Required,14.7,0.0,Partner Growth & Lending Operations
APP0167,2026-03-21,Partner_B,Kolkata,Website,Personal Loan,Approved,62115,7,SLA Breach,Yes,No,No,Not Required,6.7,0.0,Customer Journey Transformation
APP0168,2026-02-03,Partner_H,Bangalore,Referral,Consumer Loan,Application,184268,6,SLA Breach,Pending,No,Yes,Not Required,5.1,0.0,CRM & Operations Transformation
APP0169,2026-03-13,Partner_K,Bangalore,Digital Campaign,Credit Card,Lead,78625,1,Within SLA,Pending,No,No,Pending,12.2,0.0,API Integration & GTM
APP0170,2026-03-04,Partner_A,Mumbai,Digital Campaign,Credit Card,Rejected,293341,5,Within SLA,No,No,No,Passed,7.2,0.0,API Integration & GTM
APP0171,2026-05-12,Partner_I,Delhi,Website,Consumer Loan,Approved,227096,4,Within SLA,Yes,No,No,Not Required,12.2,0.0,CRM & Operations Transformation
APP0172,2026-05-23,Partner_B,Delhi,Branch,Credit Card,Disbursed,206498,1,Within SLA,Yes,Yes,No,Passed,12.1,249.86,API Integration & GTM
APP0173,2026-06-21,Partner_E,Mumbai,Referral,Personal Loan,Documents,940328,1,Within SLA,Pending,No,No,Not Required,7.5,0.0,Customer Journey Transformation
APP0174,2026-02-17,Partner_H,Chennai,Website,Education Loan,Approved,3091661,9,SLA Breach,Yes,No,No,Not Required,13.4,0.0,Partner Growth & Lending Operations
APP0175,2026-03-28,Partner_J,Hyderabad,Digital Campaign,Credit Card,Documents,131889,5,Within SLA,Pending,No,No,Passed,7.7,0.0,API Integration & GTM
APP0176,2026-02-05,Partner_K,Mumbai,Referral,Credit Card,Lead,214246,7,SLA Breach,Pending,No,Yes,Passed,14.5,0.0,API Integration & GTM
APP0177,2026-01-27,Partner_E,Delhi,Partner,Consumer Loan,Documents,470097,4,Within SLA,Pending,No,No,Not Required,6.4,0.0,CRM & Operations Transformation
APP0178,2026-03-31,Partner_H,Ahmedabad,Website,Consumer Loan,Application,487373,2,Within SLA,Pending,No,No,Not Required,14.7,0.0,CRM & Operations Transformation
APP0179,2026-02-11,Partner_L,Bangalore,Partner,Education Loan,Disbursed,4757950,7,SLA Breach,Yes,Yes,No,Not Required,24.7,11752.14,Partner Growth & Lending Operations
APP0180,2026-05-21,Partner_F,Kolkata,Website,Consumer Loan,Disbursed,444891,8,SLA Breach,Yes,Yes,No,Not Required,13.8,613.95,CRM & Operations Transformation
APP0181,2026-06-19,Partner_F,Pune,Branch,Personal Loan,Application,611672,10,SLA Breach,Pending,No,No,Not Required,7.3,0.0,Customer Journey Transformation
APP0182,2026-03-30,Partner_J,Mumbai,Website,Consumer Loan,Disbursed,140641,8,SLA Breach,Yes,Yes,No,Not Required,18.8,264.41,CRM & Operations Transformation
APP0183,2026-04-29,Partner_A,Kolkata,Referral,Education Loan,Approved,695246,1,Within SLA,Yes,No,No,Not Required,13.4,0.0,Partner Growth & Lending Operations
APP0184,2026-06-02,Partner_E,Kolkata,Partner,Personal Loan,Application,614678,10,SLA Breach,Pending,No,No,Not Required,10.6,0.0,Customer Journey Transformation
APP0185,2026-01-24,Partner_E,Bangalore,Partner,Consumer Loan,Credit Review,455333,7,SLA Breach,Pending,No,No,Not Required,3.2,0.0,CRM & Operations Transformation
APP0186,2026-05-11,Partner_J,Chennai,Partner,Education Loan,Approved,3605958,4,Within SLA,Yes,No,No,Not Required,13.7,0.0,Partner Growth & Lending Operations
APP0187,2026-06-21,Partner_F,Hyderabad,Website,Personal Loan,Approved,166492,1,Within SLA,Yes,No,No,Not Required,11.0,0.0,Customer Journey Transformation
APP0188,2026-06-21,Partner_F,Ahmedabad,Website,Education Loan,Approved,2048075,10,SLA Breach,Yes,No,No,Not Required,11.0,0.0,Partner Growth & Lending Operations
APP0189,2026-01-31,Partner_B,Kolkata,Website,Credit Card,Credit Review,147543,6,SLA Breach,Pending,No,No,Failed,5.1,0.0,API Integration & GTM
APP0190,2026-01-30,Partner_J,Chennai,Partner,Credit Card,Credit Review,174982,1,Within SLA,Pending,No,No,Failed,8.7,0.0,API Integration & GTM
APP0191,2026-05-30,Partner_H,Chennai,Website,Education Loan,Rejected,4888087,1,Within SLA,No,No,No,Not Required,9.3,0.0,Partner Growth & Lending Operations
APP0192,2026-05-31,Partner_A,Delhi,Branch,Education Loan,Disbursed,3841861,4,Within SLA,Yes,Yes,No,Not Required,12.6,4840.74,Partner Growth & Lending Operations
APP0193,2026-02-24,Partner_E,Bangalore,Website,Education Loan,Rejected,4094058,3,Within SLA,No,No,No,Not Required,8.4,0.0,Partner Growth & Lending Operations
APP0194,2026-02-04,Partner_F,Pune,Branch,Education Loan,Disbursed,4398606,1,Within SLA,Yes,Yes,No,Not Required,25.1,11040.5,Partner Growth & Lending Operations
APP0195,2026-06-12,Partner_F,Mumbai,Website,Credit Card,Disbursed,276227,9,SLA Breach,Yes,Yes,No,Passed,14.5,400.53,API Integration & GTM
APP0196,2026-03-06,Partner_J,Hyderabad,Digital Campaign,Education Loan,Approved,4102684,6,SLA Breach,Yes,No,No,Not Required,10.3,0.0,Partner Growth & Lending Operations
APP0197,2026-05-29,Partner_D,Mumbai,Branch,Personal Loan,Rejected,73429,9,SLA Breach,No,No,No,Not Required,4.5,0.0,Customer Journey Transformation
APP0198,2026-05-14,Partner_D,Delhi,Partner,Education Loan,Credit Review,4702271,4,Within SLA,Pending,No,No,Not Required,4.3,0.0,Partner Growth & Lending Operations
APP0199,2026-05-10,Partner_B,Pune,Partner,Education Loan,Documents,3947794,5,Within SLA,Pending,No,No,Not Required,8.5,0.0,Partner Growth & Lending Operations
APP0200,2026-04-25,Partner_H,Kolkata,Branch,Personal Loan,Rejected,764834,9,SLA Breach,No,No,No,Not Required,4.5,0.0,Customer Journey Transformation
APP0201,2026-02-21,Partner_A,Pune,Referral,Education Loan,Approved,2127687,1,Within SLA,Yes,No,No,Not Required,5.6,0.0,Partner Growth & Lending Operations
APP0202,2026-03-27,Partner_B,Kolkata,Branch,Credit Card,Disbursed,107022,3,Within SLA,Yes,Yes,No,Passed,25.2,269.7,API Integration & GTM
APP0203,2026-06-16,Partner_K,Delhi,Partner,Consumer Loan,Lead,234366,5,Within SLA,Pending,No,No,Not Required,4.6,0.0,CRM & Operations Transformation
APP0204,2026-05-19,Partner_J,Bangalore,Partner,Personal Loan,Approved,590340,2,Within SLA,Yes,No,No,Not Required,3.5,0.0,Customer Journey Transformation
APP0205,2026-06-29,Partner_G,Delhi,Branch,Personal Loan,Credit Review,678419,2,Within SLA,Pending,No,No,Not Required,11.8,0.0,Customer Journey Transformation
APP0206,2026-05-10,Partner_J,Delhi,Website,Consumer Loan,Application,454127,1,Within SLA,Pending,No,No,Not Required,14.3,0.0,CRM & Operations Transformation
APP0207,2026-02-03,Partner_J,Bangalore,Partner,Personal Loan,Lead,697099,8,SLA Breach,Pending,No,No,Not Required,10.6,0.0,Customer Journey Transformation
APP0208,2026-06-21,Partner_A,Kolkata,Website,Personal Loan,Disbursed,823974,8,SLA Breach,Yes,Yes,Yes,Not Required,13.7,1128.84,Customer Journey Transformation
APP0209,2026-05-13,Partner_H,Hyderabad,Referral,Personal Loan,Disbursed,479440,3,Within SLA,Yes,Yes,No,Not Required,12.2,584.92,Customer Journey Transformation
APP0210,2026-01-05,Partner_D,Mumbai,Website,Personal Loan,Rejected,808994,7,SLA Breach,No,No,No,Not Required,7.3,0.0,Customer Journey Transformation
APP0211,2026-06-02,Partner_H,Ahmedabad,Branch,Personal Loan,Credit Review,471486,1,Within SLA,Pending,No,No,Not Required,12.2,0.0,Customer Journey Transformation
APP0212,2026-04-24,Partner_C,Hyderabad,Referral,Consumer Loan,Application,430195,9,SLA Breach,Pending,No,No,Not Required,9.4,0.0,CRM & Operations Transformation
APP0213,2026-06-17,Partner_K,Ahmedabad,Partner,Education Loan,Application,2181076,2,Within SLA,Pending,No,No,Not Required,7.1,0.0,Partner Growth & Lending Operations
APP0214,2026-06-21,Partner_H,Mumbai,Partner,Personal Loan,Credit Review,679720,2,Within SLA,Pending,No,Yes,Not Required,5.9,0.0,Customer Journey Transformation
APP0215,2026-06-24,Partner_H,Delhi,Branch,Education Loan,Documents,2717181,7,SLA Breach,Pending,No,Yes,Not Required,6.1,0.0,Partner Growth & Lending Operations
APP0216,2026-04-02,Partner_E,Chennai,Branch,Education Loan,Disbursed,4395958,6,SLA Breach,Yes,Yes,No,Not Required,16.3,7165.41,Partner Growth & Lending Operations
APP0217,2026-01-22,Partner_E,Kolkata,Partner,Education Loan,Application,1728337,3,Within SLA,Pending,No,No,Not Required,7.1,0.0,Partner Growth & Lending Operations
APP0218,2026-04-21,Partner_H,Mumbai,Website,Personal Loan,Documents,396130,7,SLA Breach,Pending,No,No,Not Required,13.5,0.0,Customer Journey Transformation
APP0219,2026-05-12,Partner_H,Bangalore,Website,Consumer Loan,Credit Review,488311,1,Within SLA,Pending,No,No,Not Required,13.6,0.0,CRM & Operations Transformation
APP0220,2026-06-04,Partner_J,Bangalore,Website,Education Loan,Application,2207017,5,Within SLA,Pending,No,No,Not Required,10.4,0.0,Partner Growth & Lending Operations
APP0221,2026-05-01,Partner_I,Pune,Website,Credit Card,Credit Review,158777,10,SLA Breach,Pending,No,No,Pending,3.1,0.0,API Integration & GTM
APP0222,2026-05-12,Partner_K,Ahmedabad,Website,Consumer Loan,Application,297254,6,SLA Breach,Pending,No,Yes,Not Required,15.0,0.0,CRM & Operations Transformation
APP0223,2026-04-13,Partner_J,Ahmedabad,Referral,Personal Loan,Application,597993,5,Within SLA,Pending,No,No,Not Required,3.0,0.0,Customer Journey Transformation
APP0224,2026-03-21,Partner_D,Pune,Referral,Education Loan,Disbursed,1838486,7,SLA Breach,Yes,Yes,No,Not Required,22.3,4099.82,Partner Growth & Lending Operations
APP0225,2026-02-18,Partner_H,Chennai,Referral,Education Loan,Credit Review,1794929,3,Within SLA,Pending,No,No,Not Required,12.9,0.0,Partner Growth & Lending Operations
APP0226,2026-01-19,Partner_H,Delhi,Partner,Personal Loan,Disbursed,202889,6,SLA Breach,Yes,Yes,No,Not Required,25.2,511.28,Customer Journey Transformation
APP0227,2026-02-16,Partner_G,Hyderabad,Partner,Personal Loan,Credit Review,411278,4,Within SLA,Pending,No,No,Not Required,12.6,0.0,Customer Journey Transformation
APP0228,2026-04-13,Partner_A,Hyderabad,Digital Campaign,Consumer Loan,Approved,341955,6,SLA Breach,Yes,No,Yes,Not Required,12.0,0.0,CRM & Operations Transformation
APP0229,2026-04-28,Partner_I,Pune,Website,Personal Loan,Documents,215937,3,Within SLA,Pending,No,No,Not Required,3.3,0.0,Customer Journey Transformation
APP0230,2026-02-18,Partner_C,Delhi,Website,Education Loan,Lead,4502713,3,Within SLA,Pending,No,No,Not Required,8.5,0.0,Partner Growth & Lending Operations
APP0231,2026-01-24,Partner_D,Chennai,Digital Campaign,Personal Loan,Approved,210381,7,SLA Breach,Yes,No,Yes,Not Required,13.9,0.0,Customer Journey Transformation
APP0232,2026-06-07,Partner_F,Chennai,Branch,Credit Card,Approved,218123,9,SLA Breach,Yes,No,No,Passed,14.5,0.0,API Integration & GTM
APP0233,2026-04-16,Partner_F,Pune,Partner,Education Loan,Documents,1452246,8,SLA Breach,Pending,No,Yes,Not Required,7.5,0.0,Partner Growth & Lending Operations
APP0234,2026-06-27,Partner_I,Delhi,Partner,Credit Card,Disbursed,276922,4,Within SLA,Yes,Yes,No,Passed,17.5,484.61,API Integration & GTM
APP0235,2026-06-19,Partner_B,Ahmedabad,Partner,Personal Loan,Approved,116707,8,SLA Breach,Yes,No,No,Not Required,14.2,0.0,Customer Journey Transformation
APP0236,2026-04-25,Partner_I,Delhi,Branch,Credit Card,Rejected,78228,3,Within SLA,No,No,No,Passed,7.1,0.0,API Integration & GTM
APP0237,2026-03-12,Partner_I,Delhi,Referral,Consumer Loan,Application,37345,5,Within SLA,Pending,No,No,Not Required,6.0,0.0,CRM & Operations Transformation
APP0238,2026-04-08,Partner_H,Delhi,Website,Credit Card,Application,252779,10,SLA Breach,Pending,No,No,Pending,9.6,0.0,API Integration & GTM
APP0239,2026-04-08,Partner_A,Bangalore,Website,Education Loan,Application,2156321,6,SLA Breach,Pending,No,No,Not Required,11.0,0.0,Partner Growth & Lending Operations
APP0240,2026-04-09,Partner_G,Chennai,Website,Consumer Loan,Documents,480542,8,SLA Breach,Pending,No,No,Not Required,7.3,0.0,CRM & Operations Transformation
APP0241,2026-04-30,Partner_G,Delhi,Branch,Education Loan,Application,1088158,4,Within SLA,Pending,No,No,Not Required,9.2,0.0,Partner Growth & Lending Operations
APP0242,2026-03-07,Partner_D,Pune,Referral,Education Loan,Application,789768,8,SLA Breach,Pending,No,Yes,Not Required,12.3,0.0,Partner Growth & Lending Operations
APP0243,2026-06-27,Partner_H,Pune,Website,Education Loan,Credit Review,521253,7,SLA Breach,Pending,No,No,Not Required,12.9,0.0,Partner Growth & Lending Operations
APP0244,2026-03-26,Partner_K,Ahmedabad,Website,Education Loan,Application,1728807,8,SLA Breach,Pending,No,No,Not Required,12.1,0.0,Partner Growth & Lending Operations
APP0245,2026-05-11,Partner_H,Bangalore,Referral,Education Loan,Application,3019507,6,SLA Breach,Pending,No,No,Not Required,6.8,0.0,Partner Growth & Lending Operations
APP0246,2026-06-09,Partner_K,Ahmedabad,Branch,Personal Loan,Credit Review,961579,1,Within SLA,Pending,No,No,Not Required,7.4,0.0,Customer Journey Transformation
APP0247,2026-01-16,Partner_D,Chennai,Partner,Credit Card,Approved,174661,3,Within SLA,Yes,No,Yes,Pending,9.1,0.0,API Integration & GTM
APP0248,2026-02-28,Partner_E,Delhi,Website,Consumer Loan,Approved,86481,4,Within SLA,Yes,No,Yes,Not Required,14.8,0.0,CRM & Operations Transformation
APP0249,2026-05-13,Partner_I,Mumbai,Partner,Education Loan,Credit Review,3092536,4,Within SLA,Pending,No,Yes,Not Required,4.0,0.0,Partner Growth & Lending Operations
APP0250,2026-06-24,Partner_I,Pune,Partner,Consumer Loan,Disbursed,161717,3,Within SLA,Yes,Yes,No,Not Required,27.8,449.57,CRM & Operations Transformation
APP0251,2026-06-10,Partner_H,Bangalore,Partner,Credit Card,Disbursed,50587,10,SLA Breach,Yes,Yes,No,Passed,13.4,67.79,API Integration & GTM
APP0252,2026-01-17,Partner_I,Mumbai,Partner,Education Loan,Credit Review,3847769,9,SLA Breach,Pending,No,No,Not Required,9.9,0.0,Partner Growth & Lending Operations
APP0253,2026-06-16,Partner_K,Mumbai,Website,Credit Card,Lead,208588,2,Within SLA,Pending,No,No,Passed,3.8,0.0,API Integration & GTM
APP0254,2026-02-07,Partner_A,Ahmedabad,Referral,Education Loan,Lead,4391839,3,Within SLA,Pending,No,No,Not Required,9.2,0.0,Partner Growth & Lending Operations
APP0255,2026-04-09,Partner_I,Delhi,Partner,Personal Loan,Credit Review,975683,4,Within SLA,Pending,No,Yes,Not Required,12.2,0.0,Customer Journey Transformation
APP0256,2026-02-15,Partner_C,Hyderabad,Branch,Education Loan,Disbursed,1309178,7,SLA Breach,Yes,Yes,No,Not Required,18.2,2382.7,Partner Growth & Lending Operations
APP0257,2026-01-14,Partner_H,Chennai,Branch,Personal Loan,Documents,514894,4,Within SLA,Pending,No,No,Not Required,8.1,0.0,Customer Journey Transformation
APP0258,2026-03-12,Partner_I,Mumbai,Partner,Consumer Loan,Rejected,269017,3,Within SLA,No,No,No,Not Required,3.2,0.0,CRM & Operations Transformation
APP0259,2026-03-02,Partner_L,Kolkata,Website,Personal Loan,Credit Review,390754,4,Within SLA,Pending,No,No,Not Required,11.4,0.0,Customer Journey Transformation
APP0260,2026-03-19,Partner_I,Ahmedabad,Partner,Education Loan,Approved,3185747,9,SLA Breach,Yes,No,No,Not Required,3.9,0.0,Partner Growth & Lending Operations
APP0261,2026-03-03,Partner_D,Pune,Partner,Credit Card,Disbursed,131768,6,SLA Breach,Yes,Yes,Yes,Passed,13.3,175.25,API Integration & GTM
APP0262,2026-06-21,Partner_C,Mumbai,Partner,Credit Card,Rejected,240001,5,Within SLA,No,No,No,Passed,13.0,0.0,API Integration & GTM
APP0263,2026-03-28,Partner_I,Pune,Partner,Education Loan,Disbursed,1504001,8,SLA Breach,Yes,Yes,Yes,Not Required,12.4,1864.96,Partner Growth & Lending Operations
APP0264,2026-01-21,Partner_L,Chennai,Partner,Personal Loan,Disbursed,551608,3,Within SLA,Yes,Yes,Yes,Not Required,19.1,1053.57,Customer Journey Transformation
APP0265,2026-03-27,Partner_C,Pune,Website,Personal Loan,Approved,486571,4,Within SLA,Yes,No,No,Not Required,8.9,0.0,Customer Journey Transformation
APP0266,2026-03-02,Partner_K,Kolkata,Partner,Education Loan,Rejected,3600581,6,SLA Breach,No,No,Yes,Not Required,3.0,0.0,Partner Growth & Lending Operations
APP0267,2026-06-17,Partner_H,Mumbai,Partner,Personal Loan,Documents,467216,9,SLA Breach,Pending,No,No,Not Required,8.8,0.0,Customer Journey Transformation
APP0268,2026-05-16,Partner_D,Ahmedabad,Website,Personal Loan,Approved,661004,6,SLA Breach,Yes,No,Yes,Not Required,3.6,0.0,Customer Journey Transformation
APP0269,2026-01-09,Partner_J,Kolkata,Partner,Education Loan,Disbursed,4575837,10,SLA Breach,Yes,Yes,No,Not Required,26.9,12309.0,Partner Growth & Lending Operations
APP0270,2026-05-27,Partner_A,Ahmedabad,Partner,Credit Card,Credit Review,225674,7,SLA Breach,Pending,No,No,Passed,11.1,0.0,API Integration & GTM
APP0271,2026-01-12,Partner_A,Ahmedabad,Digital Campaign,Personal Loan,Credit Review,618651,8,SLA Breach,Pending,No,Yes,Not Required,11.6,0.0,Customer Journey Transformation
APP0272,2026-06-24,Partner_J,Kolkata,Partner,Credit Card,Rejected,131348,8,SLA Breach,No,No,Yes,Passed,11.6,0.0,API Integration & GTM
APP0273,2026-05-27,Partner_B,Bangalore,Referral,Education Loan,Application,4908285,1,Within SLA,Pending,No,No,Not Required,7.4,0.0,Partner Growth & Lending Operations
APP0274,2026-04-15,Partner_A,Hyderabad,Website,Personal Loan,Credit Review,205378,9,SLA Breach,Pending,No,Yes,Not Required,11.0,0.0,Customer Journey Transformation
APP0275,2026-03-25,Partner_J,Chennai,Branch,Personal Loan,Approved,913349,9,SLA Breach,Yes,No,No,Not Required,13.5,0.0,Customer Journey Transformation
APP0276,2026-06-12,Partner_F,Mumbai,Referral,Personal Loan,Credit Review,253047,2,Within SLA,Pending,No,No,Not Required,8.1,0.0,Customer Journey Transformation
APP0277,2026-01-28,Partner_J,Delhi,Partner,Personal Loan,Application,258944,9,SLA Breach,Pending,No,No,Not Required,10.8,0.0,Customer Journey Transformation
APP0278,2026-04-18,Partner_D,Mumbai,Branch,Personal Loan,Lead,281496,5,Within SLA,Pending,No,Yes,Not Required,10.1,0.0,Customer Journey Transformation
APP0279,2026-02-26,Partner_L,Pune,Branch,Credit Card,Disbursed,118670,7,SLA Breach,Yes,Yes,No,Passed,17.9,212.42,API Integration & GTM
APP0280,2026-02-16,Partner_H,Kolkata,Website,Education Loan,Credit Review,4115652,7,SLA Breach,Pending,No,No,Not Required,13.7,0.0,Partner Growth & Lending Operations
APP0281,2026-05-16,Partner_L,Bangalore,Partner,Education Loan,Approved,3765962,1,Within SLA,Yes,No,No,Not Required,13.2,0.0,Partner Growth & Lending Operations
APP0282,2026-04-30,Partner_L,Chennai,Partner,Personal Loan,Credit Review,229587,1,Within SLA,Pending,No,No,Not Required,8.8,0.0,Customer Journey Transformation
APP0283,2026-05-05,Partner_D,Bangalore,Website,Consumer Loan,Lead,339237,10,SLA Breach,Pending,No,No,Not Required,6.8,0.0,CRM & Operations Transformation
APP0284,2026-01-18,Partner_E,Bangalore,Partner,Personal Loan,Application,515065,5,Within SLA,Pending,No,No,Not Required,8.3,0.0,Customer Journey Transformation
APP0285,2026-06-11,Partner_K,Kolkata,Digital Campaign,Credit Card,Application,281312,6,SLA Breach,Pending,No,No,Passed,9.6,0.0,API Integration & GTM
APP0286,2026-05-07,Partner_G,Mumbai,Partner,Education Loan,Documents,3262081,3,Within SLA,Pending,No,No,Not Required,9.1,0.0,Partner Growth & Lending Operations
APP0287,2026-04-08,Partner_G,Pune,Digital Campaign,Education Loan,Documents,2172795,8,SLA Breach,Pending,No,Yes,Not Required,4.8,0.0,Partner Growth & Lending Operations
APP0288,2026-06-14,Partner_A,Mumbai,Website,Personal Loan,Disbursed,543671,6,SLA Breach,Yes,Yes,No,Not Required,21.9,1190.64,Customer Journey Transformation
APP0289,2026-02-23,Partner_E,Hyderabad,Partner,Credit Card,Approved,142021,3,Within SLA,Yes,No,No,Passed,10.2,0.0,API Integration & GTM
APP0290,2026-02-15,Partner_E,Chennai,Branch,Personal Loan,Disbursed,329003,5,Within SLA,Yes,Yes,No,Not Required,16.4,539.56,Customer Journey Transformation
APP0291,2026-04-12,Partner_C,Mumbai,Digital Campaign,Education Loan,Credit Review,4732939,4,Within SLA,Pending,No,Yes,Not Required,10.1,0.0,Partner Growth & Lending Operations
APP0292,2026-06-30,Partner_G,Kolkata,Website,Personal Loan,Approved,194063,9,SLA Breach,Yes,No,No,Not Required,11.7,0.0,Customer Journey Transformation
APP0293,2026-03-14,Partner_C,Kolkata,Website,Consumer Loan,Disbursed,213043,7,SLA Breach,Yes,Yes,Yes,Not Required,15.2,323.83,CRM & Operations Transformation
APP0294,2026-03-10,Partner_A,Hyderabad,Partner,Education Loan,Documents,1135719,3,Within SLA,Pending,No,No,Not Required,6.1,0.0,Partner Growth & Lending Operations
APP0295,2026-02-11,Partner_G,Ahmedabad,Referral,Personal Loan,Disbursed,299877,6,SLA Breach,Yes,Yes,No,Not Required,23.1,692.72,Customer Journey Transformation
APP0296,2026-06-12,Partner_L,Bangalore,Referral,Personal Loan,Documents,655730,8,SLA Breach,Pending,No,No,Not Required,12.5,0.0,Customer Journey Transformation
APP0297,2026-01-01,Partner_A,Ahmedabad,Referral,Consumer Loan,Documents,171958,3,Within SLA,Pending,No,No,Not Required,13.0,0.0,CRM & Operations Transformation
APP0298,2026-04-14,Partner_H,Delhi,Partner,Education Loan,Disbursed,3031528,1,Within SLA,Yes,Yes,No,Not Required,21.8,6608.73,Partner Growth & Lending Operations
APP0299,2026-06-22,Partner_D,Chennai,Referral,Personal Loan,Lead,856242,8,SLA Breach,Pending,No,No,Not Required,12.7,0.0,Customer Journey Transformation
APP0300,2026-04-12,Partner_C,Mumbai,Partner,Credit Card,Disbursed,251793,8,SLA Breach,Yes,Yes,No,Pending,15.9,400.35,API Integration & GTM
APP0301,2026-04-30,Partner_H,Kolkata,Partner,Education Loan,Application,1013313,7,SLA Breach,Pending,No,No,Not Required,6.5,0.0,Partner Growth & Lending Operations
APP0302,2026-05-27,Partner_G,Delhi,Digital Campaign,Personal Loan,Disbursed,704224,9,SLA Breach,Yes,Yes,No,Not Required,12.5,880.28,Customer Journey Transformation
APP0303,2026-02-21,Partner_F,Kolkata,Referral,Personal Loan,Disbursed,712550,10,SLA Breach,Yes,Yes,No,Not Required,22.0,1567.61,Customer Journey Transformation
APP0304,2026-01-04,Partner_B,Pune,Website,Personal Loan,Application,975748,8,SLA Breach,Pending,No,No,Not Required,9.8,0.0,Customer Journey Transformation
APP0305,2026-02-18,Partner_B,Pune,Branch,Education Loan,Credit Review,4863089,8,SLA Breach,Pending,No,No,Not Required,3.7,0.0,Partner Growth & Lending Operations
APP0306,2026-02-19,Partner_J,Delhi,Partner,Education Loan,Lead,3845503,6,SLA Breach,Pending,No,No,Not Required,3.8,0.0,Partner Growth & Lending Operations
APP0307,2026-06-04,Partner_L,Hyderabad,Partner,Personal Loan,Application,418266,9,SLA Breach,Pending,No,No,Not Required,6.2,0.0,Customer Journey Transformation
APP0308,2026-06-28,Partner_B,Kolkata,Website,Consumer Loan,Rejected,121218,1,Within SLA,No,No,No,Not Required,14.2,0.0,CRM & Operations Transformation
APP0309,2026-05-29,Partner_J,Delhi,Referral,Education Loan,Documents,2641912,8,SLA Breach,Pending,No,No,Not Required,4.7,0.0,Partner Growth & Lending Operations
APP0310,2026-05-20,Partner_H,Pune,Partner,Consumer Loan,Application,385779,9,SLA Breach,Pending,No,No,Not Required,4.3,0.0,CRM & Operations Transformation
APP0311,2026-04-15,Partner_F,Ahmedabad,Partner,Consumer Loan,Documents,448815,9,SLA Breach,Pending,No,No,Not Required,4.3,0.0,CRM & Operations Transformation
APP0312,2026-02-23,Partner_B,Delhi,Branch,Education Loan,Disbursed,3672382,2,Within SLA,Yes,Yes,No,Not Required,22.5,8262.86,Partner Growth & Lending Operations
APP0313,2026-01-03,Partner_G,Delhi,Partner,Consumer Loan,Lead,378040,8,SLA Breach,Pending,No,Yes,Not Required,4.5,0.0,CRM & Operations Transformation
APP0314,2026-02-23,Partner_E,Pune,Referral,Education Loan,Approved,1789467,3,Within SLA,Yes,No,No,Not Required,12.9,0.0,Partner Growth & Lending Operations
APP0315,2026-04-10,Partner_E,Bangalore,Partner,Personal Loan,Lead,856564,6,SLA Breach,Pending,No,No,Not Required,3.2,0.0,Customer Journey Transformation
APP0316,2026-06-02,Partner_C,Kolkata,Partner,Consumer Loan,Documents,287803,6,SLA Breach,Pending,No,No,Not Required,11.7,0.0,CRM & Operations Transformation
APP0317,2026-01-27,Partner_F,Hyderabad,Website,Consumer Loan,Documents,311755,1,Within SLA,Pending,No,No,Not Required,14.7,0.0,CRM & Operations Transformation
APP0318,2026-01-07,Partner_I,Bangalore,Partner,Personal Loan,Application,930006,5,Within SLA,Pending,No,No,Not Required,11.9,0.0,Customer Journey Transformation
APP0319,2026-02-14,Partner_K,Delhi,Website,Education Loan,Approved,1998339,3,Within SLA,Yes,No,No,Not Required,13.8,0.0,Partner Growth & Lending Operations
APP0320,2026-06-21,Partner_C,Delhi,Partner,Personal Loan,Application,142769,2,Within SLA,Pending,No,No,Not Required,12.0,0.0,Customer Journey Transformation
APP0321,2026-01-22,Partner_I,Kolkata,Digital Campaign,Education Loan,Disbursed,2934003,2,Within SLA,Yes,Yes,No,Not Required,21.0,6161.41,Partner Growth & Lending Operations
APP0322,2026-01-11,Partner_L,Kolkata,Partner,Personal Loan,Application,476009,9,SLA Breach,Pending,No,No,Not Required,9.9,0.0,Customer Journey Transformation
APP0323,2026-02-26,Partner_D,Kolkata,Website,Consumer Loan,Application,104218,1,Within SLA,Pending,No,No,Not Required,14.0,0.0,CRM & Operations Transformation
APP0324,2026-02-23,Partner_B,Bangalore,Referral,Consumer Loan,Application,154932,4,Within SLA,Pending,No,No,Not Required,8.4,0.0,CRM & Operations Transformation
APP0325,2026-03-03,Partner_B,Kolkata,Partner,Personal Loan,Documents,464841,5,Within SLA,Pending,No,Yes,Not Required,10.5,0.0,Customer Journey Transformation
APP0326,2026-04-18,Partner_J,Chennai,Website,Credit Card,Credit Review,117293,3,Within SLA,Pending,No,No,Passed,5.5,0.0,API Integration & GTM
APP0327,2026-03-05,Partner_B,Mumbai,Digital Campaign,Credit Card,Documents,291131,6,SLA Breach,Pending,No,No,Passed,9.0,0.0,API Integration & GTM
APP0328,2026-06-03,Partner_L,Mumbai,Website,Consumer Loan,Credit Review,355905,3,Within SLA,Pending,No,No,Not Required,5.6,0.0,CRM & Operations Transformation
